customer_id,customer_name,email,sub_tier,created_at
1125,Somsri Rakdee,somsri.rakdee@email.com,Platinum,2023-07-03
1521,Kamon Choosri,kamon.choosri@email.com,Bronze,2022-11-22
1460,Fah Mongkol,fah.mongkol@email.com,Platinum,2021-09-25
1696,Somsri Mongkol,somsri.mongkol@email.com,Platinum,2021-12-06
1084,Wanna Klinkaew,wanna.klinkaew@email.com,Gold,2021-09-25
1441,Kamon Ongkham,kamon.ongkham@email.com,Platinum,2023-12-13
1986,Wanna Udomsak,wanna.udomsak@email.com,Platinum,2023-04-25
1737,Somsri Udomsak,somsri.udomsak@email.com,Bronze,2023-01-10
1943,Itthipat Dingam,itthipat.dingam@email.com,Silver,2022-03-09
1011,,pattara.rakdee@email.com,Bronze,2023-02-15
1698,Wanna Sukjai,wanna.sukjai@email.com,Gold,2023-12-27
1112,Itthipat Ongkham,itthipat.ongkham@email.com,Gold,2023-08-11
1927,Narin Sukjai,narin.sukjai@email.com,Platinum,2021-10-21
1739,Fah Rakdee,fah.rakdee@email.com,Silver,2023-08-23
1683,Fah Panya,fah.panya@email.com,Bronze,2023-01-06
1137,Somchai Rakdee,somchai.rakdee@email.com,Silver,2023-09-27
1268,Pattara Mongkol,pattara.mongkol@email.com,Gold,2023-02-20
1756,Pattara Panya,pattara.panya@email.com,Gold,2021-04-24
1325,Itthipat Rakdee,itthipat.rakdee@email.com,Bronze,2022-12-08
1006,Itthipat Panya,itthipat.panya@email.com,Gold,2021-01-14
1769,Fah Dingam,fah.dingam@email.com,Gold,2022-09-15
1997,Itthipat Udomsak,itthipat.udomsak@email.com,Platinum,2022-03-18
1913,Fah Choosri,fah.choosri@email.com,Bronze,2023-10-16
1169,Pattara Panya,pattara.panya@email.com,Bronze,2021-07-10
1720,Pattara Udomsak,pattara.udomsak@email.com,Silver,2022-04-09
1845,Wanna Mongkol,wanna.mongkol@email.com,Gold,2021-08-03
1851,Itthipat Ongkham,itthipat.ongkham@email.com,Gold,2022-07-31
1160,Siriporn Rakdee,siriporn.rakdee@email.com,Gold,2023-09-18
1634,Kamon Ongkham,kamon.ongkham@email.com,Gold,2023-09-19
1631,Siriporn Ongkham,siriporn.ongkham@email.com,Silver,2021-10-12
1934,Wanna Klinkaew,wanna.klinkaew@email.com,Silver,2023-02-04
1722,Fah Udomsak,fah.udomsak@email.com,Platinum,2021-09-28
1059,Siriporn Ongkham,siriporn.ongkham@email.com,Platinum,2023-09-13
1056,Siriporn Fongfah,siriporn.fongfah@email.com,Platinum,2022-05-27
1124,Siriporn Panya,siriporn.panya@email.com,Gold,2023-06-26
1662,Pattara Panya,pattara.panya@email.com,Gold,2021-05-18
1715,Itthipat Choosri,itthipat.choosri@email.com,Gold,2021-11-22
1712,Fah Klinkaew,fah.klinkaew@email.com,Bronze,2021-07-23
1348,Pattara Panya,pattara.panya@email.com,Gold,2022-07-17
1460,,fah.mongkol@email.com,Platinum,2021-09-25
1598,Wanna Rakdee,wanna.rakdee@email.com,GOLD,2022-08-11
1439,Somchai Sukjai,somchai.sukjai@email.com,Gold,2023-08-16
1635,Burin Mongkol,burin.mongkol@email.com,Gold,2022-05-21
1971,Somsri Panya,somsri.panya@email.com,Silver,2023-02-17
1972,Fah Sukjai,fah.sukjai@email.com,Bronze,2021-09-25
1028,Narin Sukjai,narin.sukjai@email.com,Bronze,2023-02-28
1217,Wanna Dingam,wanna.dingam@email.com,Gold,2021-09-26
1899,Wanna Ongkham,wanna.ongkham@email.com,Bronze,2021-11-30
1212,Somchai Klinkaew,somchai.klinkaew@email.com,Platinum,2021-06-30
1114,Pattara Choosri,pattara.choosri@email.com,Bronze,2022-08-05
1017,Itthipat Fongfah,itthipat.fongfah@email.com,Bronze,2021-12-17
1656,Fah Ongkham,fah.ongkham@email.com,Platinum,2023-10-22
1820,Siriporn Panya,siriporn.panya@email.com,Bronze,2021-07-04
1659,Burin Choosri,burin.choosri@email.com,Gold,2022-10-01
1636,Pattara Sukjai,pattara.sukjai@email.com,Silver,2023-07-27
1661,Pattara Mongkol,pattara.mongkol@email.com,Platinum,2021-07-19
1071,Itthipat Mongkol,itthipat.mongkol@email.com,Silver,2022-06-28
1377,Pattara Dingam,pattara.dingam@email.com,Gold,2023-06-22
1356,Burin Mongkol,burin.mongkol@email.com,Bronze,2023-10-31
1841,Siriporn Ongkham,siriporn.ongkham@email.com,Platinum,2023-02-15
1815,Kamon Rakdee,kamon.rakdee@email.com,Bronze,2022-03-26
1086,Somchai Klinkaew,somchai.klinkaew@email.com,Bronze,2021-06-04
1873,Burin Ongkham,burin.ongkham@email.com,Platinum,2022-10-30
1066,Somchai Choosri,somchai.choosri@email.com,Bronze,2023-11-07
1213,Fah Fongfah,fah.fongfah@email.com,Gold,2021-08-26
